Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 570 (C2) mean	Nucleus: Opal 570 (C2) sum	Nucleus: Opal 570 (C2) std dev	Nucleus: Opal 570 (C2) max	Nucleus: Opal 570 (C2) min	Nucleus: Opal 570 (C2) range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Sample AF (C5) mean	Nucleus: Sample AF (C5) sum	Nucleus: Sample AF (C5) std dev	Nucleus: Sample AF (C5) max	Nucleus: Sample AF (C5) min	Nucleus: Sample AF (C5) range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 570 (C2) mean	Cell: Opal 570 (C2) std dev	Cell: Opal 570 (C2) max	Cell: Opal 570 (C2) min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Sample AF (C5) mean	Cell: Sample AF (C5) std dev	Cell: Sample AF (C5) max	Cell: Sample AF (C5) min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 570 (C2) mean	Cytoplasm: Opal 570 (C2) std dev	Cytoplasm: Opal 570 (C2) max	Cytoplasm: Opal 570 (C2) min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Sample AF (C5) mean	Cytoplasm: Sample AF (C5) std dev	Cytoplasm: Sample AF (C5) max	Cytoplasm: Sample AF (C5) min	Nucleus/Cell area ratio	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Sample AF mean	Nucleus: Sample AF sum	Nucleus: Sample AF std dev	Nucleus: Sample AF max	Nucleus: Sample AF min	Nucleus: Sample AF range	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Sample AF mean	Cell: Sample AF std dev	Cell: Sample AF max	Cell: Sample AF min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Sample AF mean	Cytoplasm: Sample AF std dev	Cytoplasm: Sample AF max	Cytoplasm: Sample AF min
WJ_Scan1.qptiff - resolution #1	bceb6b05-c84b-4d54-b68a-2431bf6791ec	Cell			Annotation	Polygon	2191.9	3889.1	34.5	21.1661	0.9677	7.3094	6.0091	0.5442	54.8369	7732	10.4325	92	35	57	5.8511	825	1.2589	9	4	5	14.5461	2051	5.7065	38	8	30	53.7943	7585	11.2894	86	38	48	88.4539	12472	3.5162	98	83	15	126	42.9491	0.8584	15.7413	11.8043	0.6258	24.6588	20.0361	92	7	7.2367	1.5242	11	4	17.359	24.6116	245	6	68.0533	14.1787	102	38	92.5187	4.463	103	83	13.0328	5.2378	36	7	7.7705	1.2592	11	4	18.4426	28.688	245	6	73.5464	11.0005	102	49	94.0847	3.7455	103	85	0.2698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	147da11d-aafe-4adc-9d6c-9149c1b27c9c	Cell			Annotation	Polygon	2267	3887.9	22	17.7599	0.8765	6.8907	4.5476	0.7624	45.3736	4129	19.1083	130	23	107	2.4945	227	0.5244	4	2	2	11.011	1002	5.2143	33	6	27	20.5604	1871	2.4322	28	17	11	75.3297	6855	1.2566	80	73	7	107.25	40.2117	0.8335	14.6373	10.121	0.6524	19.3056	17.7065	130	3	3.4931	2.166	12	1	8.1042	3.5028	33	4	30.294	19.6711	104	17	77.787	5.6998	101	72	12.349	8.3886	49	3	3.7595	2.3529	12	1	7.3284	2.3435	28	4	32.8915	21.3735	104	17	78.4428	6.2224	101	72	0.1988	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	5f76142d-e5ee-4098-b11a-11c36263b6e1	Cell			Annotation	Polygon	2241.8	3892.1	40.25	24.4469	0.8463	8.6555	6.4297	0.7071	58.5563	9369	20.1687	153	29	124	4.1438	663	2.0058	18	2	16	24.5312	3925	10.7305	67	11	56	24.1625	3866	2.618	31	19	12	77.4313	12389	1.3946	82	74	8	131.25	44.4853	0.8334	15.8595	12.4219	0.6229	26.9545	25.689	153	3	3.2841	1.3812	18	1	15.4527	8.8634	67	6	24.6705	4.4646	51	16	77.4583	2.2053	93	73	13.2147	12.1126	84	3	2.9103	0.7309	6	1	11.5054	3.3716	24	6	24.8913	5.049	51	16	77.4701	2.4781	93	73	0.2961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	53dc8f0a-a38c-4c47-b414-fb4d2910562d	Cell			Annotation	Polygon	2217.4	3891.9	50.75	28.8526	0.7661	9.9547	7.2207	0.7097	54.686	11320	15.1921	133	35	98	3.0145	624	0.9372	10	2	8	23.7585	4918	17.6054	133	9	124	22.6618	4691	3.6179	32	18	14	78.7005	16291	1.6567	83	75	8	140	45.561	0.8475	16.9507	11.3128	0.7217	30.6406	23.0424	133	3	3.1192	0.9104	10	1	17.7456	16.3093	160	6	25.2331	5.4551	44	15	79.3594	2.3558	93	74	16.6197	13.1107	59	3	3.1803	0.8901	7	1	14.2394	14.4117	160	6	26.7324	5.7812	44	15	79.7437	2.6069	93	74	0.3628	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	42f7b7ce-249f-4ed9-9ed6-0e4cdf25dbb6	Cell		9 IGM	Annotation	Polygon	2253.9	3892.4	18.25	16.192	0.8747	5.6051	4.3401	0.52	96.5065	7431	23.4771	152	46	106	10.0519	774	3.7867	20	5	15	246.1688	18955	6.9347	248	203	45	64.4545	4963	22.8206	120	40	80	98.2467	7565	10.7093	123	86	37	75.5	36.7763	0.7015	14.3594	7.0139	0.9043	34.6863	40.575	152	2	5.6601	4.1523	20	1	121.9641	102.7034	248	7	38.2549	23.1055	120	14	84.3007	11.2722	123	72	13.8996	17.145	81	2	4.1834	3.0952	20	1	80.2009	84.4539	248	7	29.4454	15.1921	106	14	79.6114	6.6314	111	72	0.2364	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	f6fc5e6f-7e1f-408f-9281-834ee23b32ff	Cell			Annotation	Polygon	2230.5	3892	20.5	17.9463	0.7999	7.0671	3.5322	0.8521	72.7952	6042	21.0862	115	33	82	8.3373	692	2.7153	14	4	10	216.9639	18008	47.8179	248	82	166	48.0602	3989	8.9543	70	31	39	90.4819	7510	4.6233	102	80	22	93.5	38.3709	0.798	13.5961	9.8395	0.6309	28.3615	27.8898	115	3	7.2744	6.4622	33	2	94.5435	91.0251	248	9	58.6728	57.6868	254	16	92.8127	23.762	194	74	15.902	12.7215	73	3	6.9764	7.1452	33	2	60.2162	67.692	248	9	61.6486	64.8167	254	16	93.4662	26.7507	194	74	0.2086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	2f6586fe-56ea-4642-bd5d-1886fac20120	Cell			Annotation	Polygon	2281.7	3893.7	26.25	19.0476	0.9092	6.3039	5.6728	0.3666	43.0459	4692	11.1906	82	23	59	2.4679	269	0.6172	4	1	3	29.6881	3236	28.2924	138	6	132	19.8257	2161	2.9871	29	16	13	74.0734	8074	1.5969	79	71	8	150	45.8182	0.8979	16.5222	12.5411	0.5952	18.5174	15.4635	82	3	3.9154	2.8497	14	1	14.1476	16.465	138	4	32.9237	25.343	113	13	77.7977	7.5794	103	71	13.1053	10.1086	71	3	4.2348	3.0442	14	1	10.7186	9.5133	94	4	35.8138	27.1296	113	13	78.6194	8.1146	103	71	0.1761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	ca34333b-1029-4237-96d5-0d5e889a2fc1	Cell			Annotation	Polygon	2175.7	3895.3	31.5	20.3695	0.954	7.0783	5.7289	0.5344	62.1406	7954	18.612	130	37	93	4.5469	582	1.1073	9	3	6	14.1875	1816	5.0878	35	7	28	39.4766	5053	8.3609	62	27	35	84	10752	2.8616	91	80	11	90.25	36.9198	0.832	14.7099	8.3093	0.8317	33.0548	25.2055	130	7	5.9726	1.4692	9	3	12.7014	4.7822	42	7	53.0027	12.4211	76	27	87.8274	3.7855	96	80	17.346	9.3182	47	7	6.7426	0.9857	9	4	11.8987	4.4157	42	7	60.308	6.8934	76	41	89.8945	2.3365	96	84	0.3354	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	28cd3b53-7380-445b-b2f0-806c2ff3ae48	Cell			Annotation	Polygon	2269.5	3896	15.5	14.867	0.8812	5.4102	3.9733	0.6671	45.2206	3075	11.0249	76	27	49	3.1618	215	0.7453	6	2	4	11.4118	776	2.8191	20	7	13	25.9265	1763	3.1779	33	18	15	76.5294	5204	1.4086	80	73	7	83.75	37.9664	0.7301	13.4974	9.7525	0.7387	16.5412	16.5921	76	2	3.0824	1.3054	11	1	11.9882	9.3714	81	4	24.3529	6.6376	47	14	75.7706	2.5499	84	71	9.3713	7.5063	36	2	3.0625	1.4115	11	1	12.1324	10.3822	81	4	23.9596	7.2	47	14	75.5809	2.7317	84	71	0.1883	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	dcca5eae-0129-43e3-bfdb-1634f72f1f96	Cell			Annotation	Polygon	2298.2	3897.6	50.75	33.5165	0.5677	10.7542	7.6145	0.7485	68.25	14196	19.7774	145	28	117	3.8077	792	1.9761	15	1	14	36.4904	7590	32.4191	176	7	169	29.1538	6064	12.0592	82	16	66	76.7692	15968	3.7846	92	71	21	188	51.7249	0.883	18.2925	13.095	0.6433	28.2959	28.6706	145	2	3.7081	2.7426	19	1	17.2761	22.5942	176	3	31.7701	20.7992	97	11	77.3369	6.657	100	69	13.1585	12.2795	66	2	3.6703	2.9827	19	1	9.9964	10.679	80	3	32.7614	23.2011	97	11	77.5519	7.4537	100	69	0.2678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	a3c53be3-9cae-4a21-b84f-8a7daa1f6bc6	Cell		9 IGM	Annotation	Polygon	2251.3	3899.8	15.75	17.7532	0.628	7.3572	3.3941	0.8824	92.5286	6477	39.8871	183	27	156	7.6857	538	2.1301	13	5	8	231.1	16177	36.5514	251	109	142	50.0714	3505	11.4288	83	33	50	89.5571	6269	5.3721	104	80	24	101.75	38.6038	0.858	13.3584	9.3847	0.6695	25.4512	36.0569	183	3	4.6878	3.5388	43	1	95.7	89.0859	251	7	32.0707	13.6029	83	16	80.722	6.4612	104	73	11.6412	11.1525	75	3	4.0706	3.4566	43	1	67.8235	68.834	251	7	28.3647	10.7693	80	16	78.9029	5.0055	103	73	0.1559	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	c040007d-d035-4f09-be04-8f5b07e3900b	Cell			Annotation	Polygon	2201.7	3899.3	30.75	20.4365	0.9252	7.2644	5.7543	0.5184	51.9921	6551	15.3896	118	26	92	6.4524	813	1.4784	13	4	9	28.4365	3583	31.1524	194	8	186	52.754	6647	12.7472	81	34	47	87.8095	11064	3.8796	97	82	15	128.75	43.6132	0.8506	15.9979	10.7841	0.7492	23.6306	19.195	118	5	7.8801	1.9611	13	4	14.3617	17.8206	194	6	75.1083	21.4185	110	34	94.5203	6.5959	107	82	14.491	8.2434	64	5	8.3402	1.8755	12	4	9.8261	4.9495	69	6	82.312	18.4773	110	35	96.6829	5.7878	107	82	0.2334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	d159d8b5-d56e-4f42-ad74-2334e1d5fa32	Cell			Annotation	Polygon	2211	3902.5	34.75	24.2334	0.7436	7.753	6.2646	0.489	62.5915	8888	20.3627	156	31	125	3.1408	446	1.1018	10	2	8	15.0563	2138	4.3037	26	8	18	22.9859	3264	4.8495	38	18	20	78.8662	11199	2.022	84	75	9	118.5	43.2776	0.7951	15.1408	11.1567	0.5306	26.6778	27.7771	156	2	3.0544	0.9368	10	1	11.2322	6.5703	74	4	24.6213	5.8044	46	15	78.8431	2.3027	87	74	11.5	12.0966	63	2	3.0179	0.8567	10	1	9.6161	6.6972	74	4	25.3125	6.0382	46	15	78.8333	2.4143	87	74	0.2902	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	252d9042-2052-4ce8-8f6f-6db7ed3ee131	Cell		9 IGM	Annotation	Polygon	2229.5	3899	12.5	13.524	0.8588	4.9691	2.9696	0.8009	122.0185	6589	32.7567	206	64	142	11.8889	642	4.4283	29	5	24	244.9444	13227	11.3277	249	184	65	61.9074	3343	18.0787	102	37	65	97.2778	5253	8.3585	115	86	29	56	29.7927	0.7928	11.797	6.1676	0.8553	46.3319	50.0838	206	3	6.854	5.2469	33	1	145.8849	95.1471	249	10	42.9646	23.6712	119	16	88.0531	11.7506	122	74	22.5698	24.3109	131	3	5.2733	4.4302	33	1	114.7849	88.3198	249	10	37.0174	22.0699	119	16	85.157	11.1677	122	74	0.2129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	aa1d0284-0b90-47de-a871-b23329f040fb	Cell			Annotation	Polygon	2190.3	3900	29.25	19.3977	0.9769	6.883	5.3381	0.5734	46.2203	5454	10.1755	70	26	44	6.9492	820	1.2867	11	5	6	26.4576	3122	10.5932	57	9	48	58.0763	6853	8.9444	84	43	41	89.4661	10557	2.4933	95	85	10	125	42.7273	0.8604	15.6841	11.782	0.6533	21.9032	16.0708	86	6	7.6838	1.3595	12	4	15.3874	11.0105	95	6	70.8399	13.5685	102	43	92.6028	3.8391	102	84	14.5077	8.4013	86	6	7.9072	1.3026	12	4	12.0206	8.6914	95	6	74.7216	12.2992	102	44	93.5567	3.6662	102	84	0.2237	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	fac80f8e-67a9-4143-a643-a37513f17312	Cell			Annotation	Polygon	2171.9	3902.5	21.5	18.7056	0.7722	6.4032	4.7331	0.7191	70.1222	6311	19.0963	138	44	94	5.1556	464	0.8334	7	4	3	21.7889	1961	7.8232	47	10	37	45.1	4059	7.1987	64	35	29	86.1	7749	2.3514	92	82	10	52	28.7219	0.7921	11.4097	6.5	0.7656	49.0476	26.0268	138	9	6.0857	1.2266	9	4	17.5619	8.6211	47	7	54.5667	11.7741	82	35	88.6143	3.4722	97	82	33.2417	18.1423	70	9	6.7833	0.9889	9	5	14.3917	7.8176	43	7	61.6667	9.2794	82	40	90.5	2.9449	97	84	0.4147	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	6818cfc2-097e-4695-ab21-637d7825409d	Cell			Annotation	Polygon	2290	3901.9	13.25	14.143	0.8324	5.6407	2.9308	0.858	75.9821	4255	32.6377	168	32	136	3.9464	221	2.6521	13	1	12	10.3036	577	2.5507	18	6	12	33.4107	1871	26.3513	125	17	108	77.6607	4349	7.8862	106	71	35	56.75	31.6681	0.7111	13.0706	5.9491	0.8857	37.2468	29.2883	168	4	4.8831	3.6569	14	1	8.6797	2.9105	21	4	43.9394	34.9398	129	17	80.7965	10.9468	109	71	24.8514	12.6391	61	4	5.1829	3.8835	14	1	8.16	2.832	21	4	47.3086	36.7029	129	17	81.8	11.6001	109	71	0.2235	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	40c8519e-f2e9-4e56-98e4-b3b181ede58b	Cell			Annotation	Polygon	2224.3	3904.6	40.25	27.5448	0.6666	10.1609	5.6163	0.8611	110.7976	18614	39.8357	231	36	195	9.2321	1551	7.7783	62	3	59	151.2798	25415	86.1851	249	16	233	41.8036	7023	15.8312	82	23	59	87.0476	14624	8.1372	109	77	32	151.25	49.7699	0.7673	17.6904	11.734	0.7973	44.7714	48.707	231	3	6.0411	7.5863	90	1	86.5049	87.3852	251	7	31.5296	14.872	97	14	81.6924	7.2734	114	74	19.5614	19.2687	110	3	4.8227	7.1537	90	1	61.7727	74.2567	251	7	27.6068	12.4362	97	14	79.6477	5.7266	114	74	0.2673	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	ad46acc7-8b56-4392-a30e-b2576fb51198	Cell			Annotation	Polygon	2180.8	3905.3	34.5	21.1079	0.9731	7.2601	6.4339	0.3421	54.5315	7798	15.9695	123	31	92	7.5175	1075	6.1562	51	4	47	16.8182	2405	12.822	96	8	88	45.2727	6474	8.4879	65	31	34	85.4685	12222	2.9234	93	80	13	118.25	40.8811	0.8891	14.5117	11.5878	0.5537	25.5126	21.7647	123	5	7.1423	3.6401	51	4	13.6444	13.6828	144	5	55.5377	10.3827	75	31	88.3096	3.2338	95	80	13.1254	7.3245	50	5	6.9821	1.6505	22	4	12.2896	13.8321	144	5	59.9194	7.6782	75	38	89.5224	2.5239	95	82	0.2868	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	6f71355b-4d2c-4306-8d66-eec3ff5ef8ce	Cell		9 IGM	Annotation	Polygon	2267.7	3903	11.75	12.6913	0.9167	4.8227	3.2302	0.6834	120.6346	6273	43.8545	236	52	184	12.6923	660	7.2856	42	5	37	241.2692	12546	28.1468	253	120	133	48.1346	2503	10.1827	76	23	53	88.0192	4577	5.3449	99	75	24	73	35.5218	0.727	13.9022	7.1932	0.8799	31.4561	47.1374	236	2	4.8818	5.0686	42	1	85.4865	94.3473	253	6	28.6757	13.7144	76	15	78.6892	6.8868	99	71	12.4508	15.1411	96	2	3.2172	2.0523	15	1	52.2869	65.8788	253	6	24.5287	10.4055	66	15	76.7008	5.3837	98	71	0.1557	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	83d77702-81d5-4062-b937-c4d54115f43c	Cell			Annotation	Polygon	2281.2	3905.3	30	22.2474	0.7617	8.4343	5.7754	0.7162	54.9286	6921	15.8867	128	26	102	3.0714	387	0.5682	5	2	3	30.5238	3846	38.6203	188	6	182	23.6111	2975	2.0706	31	19	12	75.254	9482	1.6245	81	72	9	132.25	45.3704	0.8073	15.8082	12.5231	0.6337	21.6417	21.6687	128	3	2.7917	0.6881	5	1	15.9887	22.1341	188	5	23.0394	3.6181	42	16	74.7974	1.7981	83	71	11.3366	9.3391	40	3	2.7052	0.6994	5	1	11.4889	9.8428	100	5	22.8624	3.9624	42	16	74.656	1.8274	83	71	0.2286	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	df146b9b-d997-4c51-a28b-8d4b1fc987b0	Cell			Annotation	Polygon	2313.8	3905.9	35.75	21.6171	0.9614	7.3475	6.4779	0.4596	71.5903	10309	16.7447	130	39	91	5.4097	779	1.4978	10	3	7	20	2880	7.2334	37	9	28	47.1736	6793	14.2433	86	31	55	80.9444	11656	4.7611	94	75	19	152	47.7075	0.8392	17.2041	11.0708	0.7776	28.5541	26.0198	130	7	7.9525	1.9908	11	3	12.9672	8.686	83	6	75.5262	20.2465	105	31	88.9869	6.2254	100	75	15.2554	7.048	51	7	8.7382	1.371	11	4	10.794	7.9165	83	6	84.2876	12.1906	105	43	91.4721	4.1912	100	79	0.2278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	81abc0a3-000c-4de7-a2ab-8e7a08e5e087	Cell			Annotation	Polygon	2304.9	3909.6	33.5	20.8042	0.9726	7.0158	6.3893	0.2393	66.7883	9150	15.8227	119	37	82	7.1606	981	1.5494	12	4	8	31.219	4277	21.9825	129	10	119	52.0438	7130	15.9101	92	34	58	84.0292	11512	6.0924	97	76	21	114.5	42.1728	0.809	15.8839	9.5257	0.7309	30.632	25.65	119	8	8.5714	1.4589	12	4	16.461	15.5982	129	6	76.2619	19.0823	99	34	91.6494	6.735	102	76	15.3908	6.7264	44	8	9.1662	0.9078	11	7	10.24	3.5256	33	6	86.4708	7.701	99	57	94.8615	3.7494	102	81	0.2863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	231a8726-1f07-4bc6-8a80-15cb43440e8b	Cell		9 IGM	Annotation	Polygon	2264.6	3908.7	20.5	17.2975	0.861	6.3551	4.4721	0.6704	98.7356	8590	20.3112	147	52	95	8.2069	714	2.2729	14	4	10	231.3793	20130	39.8405	253	63	190	47.0805	4096	7.9551	71	34	37	87.7701	7636	4.4164	99	79	20	75	35.6962	0.7397	13.7078	8.0941	0.8176	40.4257	40.9603	147	3	4.8746	2.7544	14	1	113.4653	95.1845	253	7	33.3498	12.5322	78	14	80.5611	6.3252	99	71	16.9398	16.1755	87	3	3.5324	1.5124	11	1	65.9722	64.8007	253	7	27.8194	9.3957	78	14	77.6574	4.347	99	71	0.2741	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	2f8deef2-ce6a-4bff-90e2-76112d6ea6e4	Cell			Annotation	Polygon	2245.5	3912	46.75	31.0729	0.6085	10.9827	7.4961	0.703	91.6085	17314	29.7016	198	45	153	6.8519	1295	2.8395	21	2	19	163.4497	30892	82.1297	251	16	235	37.6825	7122	11.506	72	18	54	83.4444	15771	5.3825	98	72	26	199	54.5152	0.8414	18.2847	15.0335	0.5987	32.8183	37.7935	198	3	3.985	2.3639	21	1	70.1504	81.0266	251	7	27.5789	10.1	72	15	78.0238	4.9368	98	72	14.5731	13.8471	76	3	3.0952	1.2183	8	1	41.1954	54.5413	251	7	24.4433	7.1557	52	15	76.3415	3.3198	92	72	0.2325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
